"","resp_id","sn","site","fokontany","main_house_rm","house_qlty","tlu","food_sec","mplayer_num","irrigated_rice","lightAvail","Migrant","hh_age","M_reason","hh_size","dist2park","dist_migrated","PC1","PC2","MigrantF"
"342","ANT004",295,"Zahamena","Antevibe",1,1,0,7,0,0,1,1,4,NA,5,2060,NA,-0.996950318513142,-0.311026608420928,"Non-migrant"
"343","ANT005",296,"Zahamena","Antevibe",1,1,0,6,0,0,1,1,14,NA,6,1840,NA,-1.10886018743384,-0.234511312971887,"Non-migrant"
"344","ANT006",297,"Zahamena","Antevibe",1,1,0.01,5,0,0,0,1,9,NA,3,1841,NA,-1.53080701510153,-0.362042286108707,"Non-migrant"
"345","ANT007",298,"Zahamena","Antevibe",1,1,0.03,5,0,0,1,1,36,NA,7,1863,NA,-1.21688756218862,-0.147070492436074,"Non-migrant"
"346","ANT008",299,"Zahamena","Antevibe",1,2,0.11,5,0,0,1,1,3,NA,3,2025,NA,-0.43385065040873,-1.46108937213527,"Non-migrant"
"347","ANT009",300,"Zahamena","Antevibe",1,1,0.01,6,0,0,1,1,14,NA,6,2010,NA,-1.10756602271187,-0.230869471276296,"Non-migrant"
"348","ANT010",301,"Zahamena","Antevibe",1,1,0.02,6,0,0,1,0,25,3,4,2045,22.875,-1.10627185798989,-0.227227629580706,"Migrant"
"349","ANT011",302,"Zahamena","Antevibe",1,2,2.12,8,0,1,1,0,14,3,6,1894,0,0.711272398717624,-1.15428789064996,"Migrant"
"350","ANT012",303,"Zahamena","Antevibe",1,1,0.06,9,0,0,3,1,5,NA,4,1894,NA,-0.142703345401994,-0.0268299285825654,"Non-migrant"
"351","ANT013",304,"Zahamena","Antevibe",2,2,0,8,0,1,1,1,16,NA,3,1898,NA,0.861329140554724,-2.15887101678409,"Non-migrant"
"352","ANT014",305,"Zahamena","Antevibe",2,1,0.02,5,0,0,1,0,22,3,10,1820,0,-0.793762064015585,-0.383225020800646,"Migrant"
"353","ANT015",306,"Zahamena","Antevibe",2,2,0,6,0,1,1,1,43,NA,4,1776,NA,0.637509402713335,-2.005840425886,"Non-migrant"
"354","ANT016",307,"Zahamena","Antevibe",1,1,0.03,5,0,0,1,1,5,NA,4,1820,NA,-1.21688756218862,-0.147070492436074,"Non-migrant"
"355","ANT017",308,"Zahamena","Antevibe",2,1,0.02,6,0,0,1,1,30,NA,7,1923,NA,-0.681852195094891,-0.459740316249687,"Non-migrant"
"356","ANT018",309,"Zahamena","Antevibe",1,2,0,9,0,0,1,1,1,NA,2,1880,NA,-0.000446986667635513,-1.80721081258293,"Non-migrant"
"357","ANT019",310,"Zahamena","Antevibe",1,2,0,3,0,0,1,1,1,NA,4,1913,NA,-0.671906200191803,-1.34811903988868,"Non-migrant"
"358","ANT020",311,"Zahamena","Antevibe",3,1,5.92,8,1,0,1,0,33,2,10,1972,794.363,1.32169655930004,2.52788778429239,"Migrant"
"359","ANT021",312,"Zahamena","Antevibe",1,1,0.03,12,0,0,1,1,1,NA,4,2049,NA,-0.433518479743755,-0.682677560579366,"Non-migrant"
"360","ANT022",313,"Zahamena","Antevibe",1,1,0.26,11,0,0,1,1,14,NA,5,2055,NA,-0.515662560059111,-0.522399906131748,"Non-migrant"
"361","ANT023",314,"Zahamena","Antevibe",2,2,1.43,12,1,0,1,1,50,NA,3,1890,NA,1.53652000592684,-0.524001245418758,"Non-migrant"
"362","ANT024",315,"Zahamena","Antevibe",1,1,0,3,0,0,1,1,1,NA,3,1892,NA,-1.44458979419592,-0.00496542662476152,"Non-migrant"
"363","ANT025",316,"Zahamena","Antevibe",1,1,0.01,2,0,0,1,1,3,NA,6,1892,NA,-1.55520549839464,0.0751917105198704,"Non-migrant"
"364","ANT026",317,"Zahamena","Antevibe",1,1,0.01,6,0,0,1,1,20,NA,8,1953,NA,-1.10756602271187,-0.230869471276296,"Non-migrant"
"365","ANT027",318,"Zahamena","Antevibe",1,1,0.01,2,0,0,3,0,8,6,4,2009,0,-0.932543251456712,0.490567931082775,"Migrant"
"366","ANT028",319,"Zahamena","Antevibe",1,1,1.4,7,0,0,1,0,11,3,5,-49,0,-0.815767257437168,0.198831228961711,"Migrant"
"367","ANT029",320,"Zahamena","Antevibe",1,1,2.53,8,0,0,1,1,14,NA,5,1884,NA,-0.557616774933723,0.533844045114372,"Non-migrant"
"368","ANT030",321,"Zahamena","Antevibe",2,1,0.21,4,1,0,1,1,3,NA,6,1839,NA,-0.289330635523324,0.986970044575483,"Non-migrant"
"369","ANT031",322,"Zahamena","Antevibe",1,1,0.02,6,1,0,3,1,20,NA,6,-63,NA,0.108142556643539,1.41263336869307,"Non-migrant"
"370","ANT032",323,"Zahamena","Antevibe",1,1,0,2,0,0,1,0,12,2,2,-66,0,-1.55649966311661,0.0715498688242802,"Migrant"
"371","ANT033",324,"Zahamena","Antevibe",1,1,0,2,0,0,1,0,40,6,4,-57,0,-1.55649966311661,0.0715498688242802,"Migrant"
"372","ANT034",325,"Zahamena","Antevibe",2,1,0,3,0,0,1,1,5,NA,7,1939,NA,-1.02017013130092,-0.237478113293743,"Non-migrant"
"373","ANT035",326,"Zahamena","Antevibe",1,1,0.08,6,0,0,1,1,6,NA,5,1928,NA,-1.09850686965807,-0.205376579407164,"Non-migrant"
"374","ANT036",327,"Zahamena","Antevibe",2,2,0.03,12,1,0,3,1,42,NA,10,1987,NA,1.9779991917888,-0.618482862238493,"Non-migrant"
"375","ANT037",328,"Zahamena","Antevibe",1,1,0.04,9,0,0,3,1,19,NA,7,1925,NA,-0.145291674845936,-0.034113611973746,"Non-migrant"
"376","ANT038",329,"Zahamena","Antevibe",2,2,0.01,8,0,0,3,0,20,4,5,1891,22.875,0.936019218966575,-1.54419014154438,"Migrant"
"377","ANT039",330,"Zahamena","Antevibe",1,1,0.06,10,0,0,3,1,5,NA,3,1847,NA,-0.0307934764812992,-0.103345224031607,"Non-migrant"
"378","ANT040",331,"Zahamena","Antevibe",1,1,0.02,7,0,0,3,1,5,NA,3,1898,NA,-0.371699742131268,0.111633295533157,"Non-migrant"
"379","ANT041",332,"Zahamena","Antevibe",1,1,0.01,8,1,0,3,1,20,NA,12,1848,NA,0.330668129762957,1.2559609360994,"Non-migrant"
"380","ANT042",333,"Zahamena","Antevibe",2,1,0,11,0,0,3,1,2,NA,2,2235,NA,0.497771067002571,-0.434224256323172,"Non-migrant"
"381","ANT043",334,"Zahamena","Antevibe",1,1,0.01,7,0,0,3,1,4,NA,4,2135,NA,-0.372993906853239,0.107991453837566,"Non-migrant"
"382","ANT044",335,"Zahamena","Antevibe",2,2,0.07,8,1,0,3,1,10,NA,7,1820,NA,1.53553637499391,-0.297854313659965,"Non-migrant"
"383","ANT045",336,"Zahamena","Antevibe",1,1,0,7,0,0,2,1,25,NA,10,1892,NA,-0.685619195044176,-0.103338498139476,"Non-migrant"
"384","ANT046",337,"Zahamena","Antevibe",1,1,0.71,9,0,0,3,1,13,NA,8,1894,NA,-0.0585826384738632,0.209889781630803,"Non-migrant"
"385","ANT047",338,"Zahamena","Antevibe",1,2,0.62,9,0,0,3,1,27,NA,10,1894,NA,0.702453473032513,-1.16604040689343,"Non-migrant"
"386","ANT048",339,"Zahamena","Antevibe",2,1,0.03,8,1,0,4,1,3,NA,8,1995,NA,1.06900724557087,1.23842004310305,"Non-migrant"
"387","ANT049",340,"Zahamena","Antevibe",2,1,4.57,5,1,0,3,0,22,4,9,1890,96.516,1.00949729911476,2.91367394896671,"Migrant"
"388","ANT050",341,"Zahamena","Antevibe",2,1,0.03,2,0,0,4,1,3,NA,4,2007,NA,-0.194204135648801,0.473027038086427,"Non-migrant"
"389","ANT051",342,"Zahamena","Antevibe",2,1,0.05,9,0,0,2,1,1,NA,5,2038,NA,-0.0309089706979274,-0.470672567228589,"Non-migrant"
"390","ANT052",343,"Zahamena","Antevibe",1,1,0.03,7,1,0,2,1,30,NA,7,2048,NA,-0.0899845331827604,1.13207180465817,"Non-migrant"
"391","ANT053",344,"Zahamena","Antevibe",2,2,0,4,0,1,2,1,2,NA,4,1855,NA,0.725020788340911,-1.64512172470647,"Non-migrant"
"392","ANT054",345,"Zahamena","Antevibe",1,2,0,6,0,0,2,1,-100,NA,9,1884,NA,-0.0248454699607538,-1.36997681595436,"Non-migrant"
"393","ANT055",346,"Zahamena","Antevibe",1,1,0.02,7,0,0,2,1,-100,NA,8,1884,NA,-0.683030865600234,-0.0960548147482955,"Non-migrant"
"394","ANT056",347,"Zahamena","Antevibe",2,2,0.1,5,1,0,2,1,23,NA,10,2218,NA,0.892358138928769,-0.265071012507521,"Non-migrant"
"395","ANT057",348,"Zahamena","Antevibe",1,1,0.03,4,0,0,3,1,4,NA,5,2003,NA,-0.706135184171381,0.344821023575872,"Non-migrant"
"396","ANT058",349,"Zahamena","Antevibe",2,1,0,10,0,0,3,1,13,NA,1,1929,NA,0.385861198081877,-0.35770896087413,"Non-migrant"
"397","ANT059",350,"Zahamena","Antevibe",1,1,0,3,0,0,1,1,-100,NA,3,2240,NA,-1.44458979419592,-0.00496542662476152,"Non-migrant"
"398","ANT060",351,"Zahamena","Antevibe",1,2,0.03,7,0,0,4,1,13,NA,5,2126,NA,0.713609140063786,-1.02019036575372,"Non-migrant"
"399","ANT061",352,"Zahamena","Antevibe",2,1,0.73,10,0,0,2,0,13,4,3,1915,64.028,0.169004099316812,-0.299542627377492,"Migrant"
"400","ANT062",353,"Zahamena","Antevibe",2,1,0,8,0,0,4,1,3,NA,3,1923,NA,0.473372583709453,0.00300974030540557,"Non-migrant"
"401","ANT063",354,"Zahamena","Antevibe",2,2,0,6,0,0,4,1,-100,NA,5,1854,NA,1.02223643987218,-1.18711328206043,"Non-migrant"
"402","ANT064",355,"Zahamena","Antevibe",2,1,3.03,10,0,0,4,1,4,NA,3,1886,NA,1.08932423230813,0.953457183171179,"Non-migrant"
"403","SAH001",356,"Sahavazina","Sahavazina",2,1,2.85,7,0,1,3,0,32,4,7,2802,0,0.968234870329647,0.714098995735013,"Migrant"
"404","SAH002",357,"Sahavazina","Sahavazina",1,1,0.04,4,0,1,1,0,18,4,8,3113,0,-0.77823693313929,-0.262576168272655,"Migrant"
"405","SAH003",358,"Sahavazina","Sahavazina",2,1,0.01,5,0,1,0,1,25,NA,4,2813,NA,-0.557121018958471,-0.790217785758901,"Non-migrant"
"406","SAH004",359,"Sahavazina","Sahavazina",2,2,0.74,7,0,1,1,1,34,NA,10,2380,NA,0.845187461059901,-1.81285943586136,"Non-migrant"
"407","SAH005",360,"Sahavazina","Sahavazina",1,1,0,12,0,0,1,0,30,3,2,2372,0,-0.437400973909668,-0.693603085666137,"Migrant"
"408","SAH006",361,"Sahavazina","Sahavazina",1,1,0.01,4,1,0,3,1,18,NA,2,2811,NA,-0.116971345919821,1.56202211789556,"Non-migrant"
"409","SAH007",362,"Sahavazina","Sahavazina",1,1,0.03,9,0,1,3,0,7,4,5,3119,0,0.402680493680143,-0.23341826665055,"Migrant"
"410","SAH008",363,"Sahavazina","Sahavazina",2,1,0.04,3,0,0,1,1,13,NA,6,3076,NA,-1.01499347241303,-0.222910746511382,"Non-migrant"
"411","SAH009",364,"Sahavazina","Sahavazina",1,1,0.05,4,1,1,2,0,18,4,4,2929,29.28,0.126140522747149,1.17323856141526,"Migrant"
"412","SAH010",365,"Sahavazina","Sahavazina",1,1,1.41,6,0,0,2,1,26,NA,4,4771,NA,-0.615051838166926,0.486676476387796,"Non-migrant"
"413","SAH011",366,"Sahavazina","Sahavazina",1,1,0.02,7,0,0,1,1,8,NA,7,4453,NA,-0.994361989069199,-0.303742925029748,"Non-migrant"
"414","SAH012",367,"Sahavazina","Sahavazina",1,1,0.01,3,0,0,1,0,1,3,5,4441,0,-1.44329562947395,-0.00132358492917117,"Migrant"
"415","SAH013",368,"Sahavazina","Sahavazina",1,1,0.03,10,0,1,1,1,2,NA,3,4218,NA,-0.108071884337093,-0.725309782662496,"Non-migrant"
"416","SAH015",370,"Sahavazina","Sahavazina",1,1,0,2,0,0,1,0,2,2,2,4488,36.55,-1.55649966311661,0.0715498688242802,"Migrant"
"417","SAH016",371,"Sahavazina","Sahavazina",1,1,1.44,9,1,1,3,1,17,NA,7,4458,NA,1.17690988717359,1.50456619013855,"Non-migrant"
"418","SAH017",372,"Sahavazina","Sahavazina",1,1,1.46,7,0,1,2,1,25,NA,2,6633,NA,0.0525951876116759,0.232707576435492,"Non-migrant"
"419","SAH018",373,"Sahavazina","Sahavazina",1,1,0.75,7,0,0,2,0,30,4,6,6655,20.54,-0.588556840896333,0.169799629029795,"Migrant"
"420","SAH019",374,"Sahavazina","Sahavazina",1,1,0.01,4,0,0,3,1,15,NA,7,6641,NA,-0.708723513615323,0.337537340184692,"Non-migrant"
"421","SAH020",375,"Sahavazina","Sahavazina",1,1,0.05,7,1,1,4,1,10,NA,6,6620,NA,1.08453237644716,1.35906889563104,"Non-migrant"
"422","SAH021",376,"Sahavazina","Sahavazina",1,1,0.7,6,0,0,2,1,12,NA,6,6616,NA,-0.706937533426884,0.228105716000886,"Non-migrant"
"423","SAH022",377,"Sahavazina","Sahavazina",1,1,0.05,7,0,0,4,1,2,NA,3,6632,NA,-0.0564861244963887,0.33024693090138,"Non-migrant"
"424","SAH023",378,"Sahavazina","Sahavazina",1,1,0.03,4,0,1,3,1,4,NA,4,6665,NA,-0.15686885092333,0.149158210594659,"Non-migrant"
"425","SAH024",379,"Sahavazina","Sahavazina",1,1,0.06,9,1,1,2,0,4,3,4,6599,20.41,0.686984032072593,0.79430392586564,"Migrant"
"426","SAH025",380,"Sahavazina","Sahavazina",1,1,0.02,5,1,0,1,1,36,NA,7,6642,NA,-0.626429559215087,1.07377244357921,"Non-migrant"
"427","SAH026",381,"Sahavazina","Sahavazina",1,1,1.44,3,0,0,2,0,20,3,6,6656,NA,-0.946898950763096,0.727147887821692,"Migrant"
"428","SAH027",382,"Sahavazina","Sahavazina",1,2,0.79,3,0,1,1,1,6,NA,2,6620,NA,-0.0204008539080244,-1.25607635891826,"Non-migrant"
"429","SAH028",383,"Sahavazina","Sahavazina",1,1,0,3,0,0,1,1,5,NA,2,6614,NA,-1.44458979419592,-0.00496542662476152,"Non-migrant"
"430","SAH029",384,"Sahavazina","Sahavazina",2,2,0.2,12,1,1,2,1,11,NA,2,6608,NA,2.23793520184139,-0.959922476676124,"Non-migrant"
"431","SAH030",385,"Sahavazina","Sahavazina",1,1,0.02,4,0,0,3,0,5,5,2,6650,NA,-0.707429348893352,0.341179181880282,"Migrant"
"432","SAH032",387,"Sahavazina","Sahavazina",2,2,0.03,4,0,1,1,0,30,3,4,6639,24.11,0.417572159037859,-1.84188430990115,"Migrant"
"433","SAH033",388,"Sahavazina","Sahavazina",1,1,0.03,4,0,1,1,0,8,6,2,6652,0,-0.779531097861261,-0.266218009968246,"Migrant"
"434","SAH034",389,"Sahavazina","Sahavazina",1,1,0,9,0,0,2,1,7,NA,4,6608,NA,-0.461799457202787,-0.25636908903756,"Non-migrant"
"435","SAH035",390,"Sahavazina","Sahavazina",1,1,0.03,10,1,1,3,1,2,NA,4,6633,NA,1.10634253029634,0.91455121561128,"Non-migrant"
"436","SAH036",391,"Sahavazina","Sahavazina",1,1,0.02,8,1,1,4,1,16,NA,5,6627,NA,1.19255975120195,1.27162807509523,"Non-migrant"
"437","SAH037",392,"Sahavazina","Sahavazina",1,1,0.11,10,0,1,3,1,6,NA,6,6610,NA,0.524943680376608,-0.280798828534869,"Non-migrant"
"438","SAH038",393,"Sahavazina","Sahavazina",1,1,0.04,10,0,1,3,1,1,NA,3,6597,NA,0.515884527322809,-0.306291720404001,"Non-migrant"
"439","SAH039",394,"Sahavazina","Sahavazina",1,2,0.09,10,1,1,4,1,9,NA,6,6654,NA,2.19812223610125,-0.199063237197648,"Non-migrant"
"440","SAH040",395,"Sahavazina","Sahavazina",2,1,0.74,10,0,1,3,1,30,NA,5,6622,NA,1.0308957207558,-0.283875488381662,"Non-migrant"
"441","SAH041",396,"Sahavazina","Sahavazina",1,1,0.05,9,1,0,3,1,7,NA,3,6649,NA,0.447754657571537,1.19401300743272,"Non-migrant"
"442","SAH042",397,"Sahavazina","Sahavazina",1,1,0.71,11,1,1,3,0,1,3,3,6599,24.11,1.30625560031108,1.08568115546238,"Migrant"
"443","SAH043",398,"Sahavazina","Sahavazina",2,1,0.26,10,0,1,2,1,1,NA,3,4217,NA,0.657444690632214,-0.666372000051448,"Non-migrant"
"444","SAH044",399,"Sahavazina","Sahavazina",1,1,0,8,0,0,1,1,15,NA,10,4262,NA,-0.885040449592447,-0.38754190386997,"Non-migrant"
"445","SAH045",400,"Sahavazina","Sahavazina",1,1,0.01,8,0,0,0,0,18,4,8,4264,29.28,-1.19507740833944,-0.591588172455832,"Migrant"
"446","SAH046",401,"Sahavazina","Sahavazina",2,1,0,10,0,0,2,0,3,2,3,4172,24.11,0.074530074612911,-0.565397071155582,"Migrant"
"447","SAH047",402,"Sahavazina","Sahavazina",2,1,0.02,2,0,1,1,1,20,NA,10,4259,NA,-0.580225337529618,-0.349341947434734,"Non-migrant"
"448","SAH048",403,"Sahavazina","Sahavazina",2,1,0.02,2,0,0,1,0,15,4,7,4261,0,-1.12949167077767,-0.15367913445352,"Migrant"
"449","SAH049",404,"Sahavazina","Sahavazina",1,1,0.82,4,0,1,2,1,28,NA,5,4242,NA,-0.365960961356568,0.229175594264839,"Non-migrant"
"450","SAH050",405,"Sahavazina","Sahavazina",2,1,0.04,6,0,1,4,1,20,NA,12,4204,NA,0.803995838004,-0.025055114995363,"Non-migrant"
"451","SAH051",406,"Sahavazina","Sahavazina",1,1,0,6,0,1,1,1,1,NA,6,2814,NA,-0.559593854185785,-0.4301741259531,"Non-migrant"
"452","SAH052",407,"Sahavazina","Sahavazina",2,1,0.06,4,0,1,2,1,4,NA,3,2444,NA,-0.0398978173313785,-0.280117061269004,"Non-migrant"
"453","SAH053",408,"Sahavazina","Sahavazina",2,1,2.95,9,0,1,1,1,29,NA,8,4574,NA,0.582334008452818,0.182110601229928,"Non-migrant"
"454","SAH054",409,"Sahavazina","Sahavazina",1,1,0.04,6,0,1,3,1,3,NA,4,4958,NA,0.0682450516400307,-0.000230538607834063,"Non-migrant"
"455","SAH055",410,"Sahavazina","Sahavazina",1,1,0.04,2,0,0,2,1,50,NA,1,4164,NA,-1.23999188075976,0.293805345888094,"Non-migrant"
"456","SAH056",411,"Sahavazina","Sahavazina",1,1,0,6,0,1,1,0,10,3,3,4252,24.11,-0.559593854185785,-0.4301741259531,"Migrant"
"457","SAH057",412,"Sahavazina","Sahavazina",1,1,1.42,6,0,0,1,0,20,5,7,4259,20.41,-0.92508879691392,0.282630207801934,"Migrant"
"458","SAH058",413,"Sahavazina","Sahavazina",2,2,0.84,6,1,1,1,0,30,5,5,4208,0,1.33797140705442,-0.475440945745548,"Migrant"
"459","SAH059",414,"Sahavazina","Sahavazina",1,1,0.04,7,0,1,2,0,9,3,8,4159,NA,-0.13117620290824,-0.284433944338328,"Migrant"
"460","SAH060",415,"Sahavazina","Sahavazina",1,1,0.09,2,0,1,1,0,10,3,2,4206,20.41,-0.995585847370823,-0.0913363688966204,"Migrant"
"461","SAH061",416,"Sahavazina","Sahavazina",1,1,0.03,6,0,0,1,1,50,NA,10,4239,NA,-1.10497769326792,-0.223585787885116,"Non-migrant"
"462","SAH062",417,"Sahavazina","Sahavazina",1,1,0,3,0,0,1,1,7,NA,5,4257,NA,-1.44458979419592,-0.00496542662476152,"Non-migrant"
"463","SAH063",418,"Sahavazina","Sahavazina",1,1,0,1,0,0,1,0,40,3,2,4226,0,-1.66840953203731,0.148065164273322,"Migrant"
"464","SAH064",419,"Sahavazina","Sahavazina",1,1,0.12,3,0,1,1,0,8,4,4,4209,24.11,-0.879793484284215,-0.156926139258891,"Migrant"
"465","SAH065",420,"Sahavazina","Sahavazina",1,1,0.03,3,0,1,3,1,20,NA,9,4258,NA,-0.268778719844024,0.225673506043701,"Non-migrant"
"466","SAH066",421,"Sahavazina","Sahavazina",2,1,0.01,6,0,1,3,1,5,NA,8,4261,NA,0.48878222036912,-0.243668750363586,"Non-migrant"
"467","SAH067",422,"Sahavazina","Sahavazina",2,2,1.59,12,1,1,3,0,8,6,7,4201,0,2.72915522166436,-0.246018370707622,"Migrant"
"468","SAH068",423,"Sahavazina","Sahavazina",2,1,0.02,4,0,1,0,0,28,4,5,4201,20.54,-0.667736723157195,-0.710060648614269,"Migrant"
"469","SAH069",424,"Sahavazina","Sahavazina",2,1,0.01,10,0,1,1,1,32,NA,2,5363,NA,0.313759449113968,-0.965106152722658,"Non-migrant"
"470","SAH070",425,"Sahavazina","Sahavazina",2,1,0.09,6,0,1,1,1,6,NA,5,5211,NA,-0.123526708793041,-0.629910237361769,"Non-migrant"
"471","SAH071",426,"Sahavazina","Sahavazina",2,1,0.02,7,0,1,2,1,56,NA,5,4472,NA,0.29065513054282,-0.52423031439849,"Non-migrant"
"472","SAH072",427,"Sahavazina","Sahavazina",2,1,0.05,2,0,1,3,1,4,NA,3,4490,NA,0.0463194035742266,0.0769597982149419,"Non-migrant"
"473","SAH073",428,"Sahavazina","Sahavazina",1,1,0.93,6,0,0,1,0,3,3,2,4460,0,-0.988502868290511,0.10417996471801,"Migrant"
"474","SAH074",429,"Sahavazina","Sahavazina",1,1,0.06,4,0,1,1,1,24,NA,4,4482,NA,-0.775648603695347,-0.255292484881475,"Non-migrant"
"475","SAH075",430,"Sahavazina","Sahavazina",1,1,0,6,0,0,1,0,6,3,5,4500,NA,-1.10886018743384,-0.234511312971887,"Migrant"
"476","SAH076",431,"Sahavazina","Sahavazina",1,1,0.05,5,0,0,1,1,6,NA,7,4501,NA,-1.21429923274467,-0.139786809044894,"Non-migrant"
"477","SAH077",432,"Sahavazina","Sahavazina",1,1,0,7,0,0,1,1,1,NA,4,4464,NA,-0.996950318513142,-0.311026608420928,"Non-migrant"
"478","SAH078",433,"Sahavazina","Sahavazina",1,1,0.03,10,1,1,3,1,15,NA,6,4460,NA,1.10634253029634,0.91455121561128,"Non-migrant"
"479","SAH079",434,"Sahavazina","Sahavazina",1,2,0.08,10,1,1,3,1,9,NA,6,4489,NA,1.88549694791031,-0.41039318917469,"Non-migrant"
"480","SAH080",435,"Sahavazina","Sahavazina",1,1,0.05,11,0,1,3,0,2,3,5,4464,20.54,0.629088560965475,-0.379165174157452,"Migrant"
"481","SAH081",436,"Sahavazina","Sahavazina",1,1,0.79,10,0,1,3,1,15,NA,9,4493,NA,0.612946881470652,-0.0331535932347295,"Non-migrant"
"482","SAH082",437,"Sahavazina","Sahavazina",1,1,0.81,12,0,1,1,1,60,NA,5,6355,NA,0.216692701818053,-0.594276721304537,"Non-migrant"
"483","SAH083",438,"Sahavazina","Sahavazina",2,1,0.04,3,1,1,1,0,1,4,3,6337,24.11,0.126025028530521,0.805911218218277,"Migrant"
"484","SAH084",439,"Sahavazina","Sahavazina",1,1,0.13,9,0,1,1,0,12,4,6,6370,24.11,-0.207040106038075,-0.612376070257551,"Migrant"
"485","SAH085",440,"Sahavazina","Sahavazina",2,1,0,6,1,1,1,1,6,NA,6,6339,NA,0.45657797640472,0.56179796508879,"Non-migrant"
"486","SAH086",441,"Sahavazina","Sahavazina",2,1,0.02,9,0,1,1,1,36,NA,4,6352,NA,0.203143744915244,-0.884949015578026,"Non-migrant"
"487","SAH087",442,"Sahavazina","Sahavazina",1,1,0,9,0,1,1,1,1,NA,2,6342,NA,-0.223864247423702,-0.659720012300225,"Non-migrant"
"488","SAH088",443,"Sahavazina","Sahavazina",1,1,0.8,3,1,1,1,1,7,NA,3,6343,NA,-0.200038115494668,1.31520387375212,"Non-migrant"
"489","SAH089",444,"Sahavazina","Sahavazina",1,1,0.01,3,1,0,1,1,10,NA,6,6327,NA,-0.851543461778447,1.2231611927817,"Non-migrant"
"490","SAH090",445,"Sahavazina","Sahavazina",1,1,0.01,1,1,1,1,1,20,NA,4,6340,NA,-0.526096866371785,1.18052897069857,"Non-migrant"
"491","SAH091",446,"Sahavazina","Sahavazina",1,1,0,1,0,0,1,1,5,NA,5,7111,NA,-1.66840953203731,0.148065164273322,"Non-migrant"
"492","SAH092",447,"Sahavazina","Sahavazina",1,1,0.15,12,0,1,3,1,15,NA,7,6351,NA,0.753940077105882,-0.419262052650591,"Non-migrant"
"493","SAH093",448,"Sahavazina","Sahavazina",3,2,0.12,9,0,1,3,1,27,NA,11,6346,NA,2.03585089597201,-2.00882067799212,"Non-migrant"
"494","SAH094",449,"Sahavazina","Sahavazina",1,1,1.51,9,0,1,2,1,16,NA,10,6367,NA,0.282885749062921,0.0978861940153605,"Non-migrant"
"495","SAH095",450,"Sahavazina","Sahavazina",1,1,0.11,10,0,1,3,1,6,NA,4,6345,NA,0.524943680376608,-0.280798828534869,"Non-migrant"
"496","VBA001",451,"Mantadia","Vohibazaha",1,1,0.03,4,1,0,1,1,10,NA,6,198,NA,-0.73704526341381,1.15392958072384,"Non-migrant"
"497","VBA002",452,"Mantadia","Vohibazaha",1,1,0,10,0,0,0,1,-100,NA,1,-18,NA,-0.972551835220024,-0.748260605049506,"Non-migrant"
"498","VBA003",453,"Mantadia","Vohibazaha",1,1,0.05,5,0,0,1,1,20,NA,5,41,NA,-1.21429923274467,-0.139786809044894,"Non-migrant"
"499","VBA004",454,"Mantadia","Vohibazaha",1,1,0.05,4,0,0,1,1,3,NA,5,-562,NA,-1.32620910166537,-0.0632715135958518,"Non-migrant"
"500","VBA005",455,"Mantadia","Vohibazaha",1,1,0.05,5,1,0,1,1,15,NA,7,-293,NA,-0.622547065049173,1.08469796866598,"Non-migrant"
"501","VBA006",456,"Mantadia","Vohibazaha",1,1,0.1,4,0,0,1,1,7,NA,5,-13,NA,-1.31973827805551,-0.0450623051179004,"Non-migrant"
"502","VBA007",457,"Mantadia","Vohibazaha",1,1,0.06,6,0,0,1,1,43,NA,6,-201,NA,-1.10109519910201,-0.212660262798345,"Non-migrant"
"503","VBA008",458,"Mantadia","Vohibazaha",1,1,0.01,5,0,0,1,1,1,NA,2,-87,NA,-1.21947589163256,-0.154354175827255,"Non-migrant"
"504","VBA009",459,"Mantadia","Vohibazaha",1,1,0.05,5,0,0,1,1,30,NA,13,-5,NA,-1.21429923274467,-0.139786809044894,"Non-migrant"
"505","VBA010",460,"Mantadia","Vohibazaha",1,1,0.05,5,0,0,1,1,9,NA,6,-507,NA,-1.21429923274467,-0.139786809044894,"Non-migrant"
"506","VBA011",461,"Mantadia","Vohibazaha",1,1,0.05,6,0,0,0,1,18,NA,3,-452,NA,-1.41372048729295,-0.423990214775388,"Non-migrant"
"507","VBA012",462,"Mantadia","Vohibazaha",1,1,1.36,7,0,0,1,1,9,NA,6,-85,NA,-0.820943916325053,0.18426386217935,"Non-migrant"
"508","VBA013",463,"Mantadia","Vohibazaha",1,1,2.05,2,0,0,0,1,21,NA,11,3775,NA,-1.60252701858148,0.610439306138836,"Non-migrant"
"509","VBA014",464,"Mantadia","Vohibazaha",1,1,0.04,2,0,0,1,1,12,NA,5,3289,NA,-1.55132300422873,0.0861172356066413,"Non-migrant"
"510","VBA015",465,"Mantadia","Vohibazaha",1,1,0.03,2,0,0,1,1,10,NA,6,2070,NA,-1.5526171689507,0.0824753939110511,"Non-migrant"
"511","VBA016",466,"Mantadia","Vohibazaha",1,1,0.05,3,0,0,1,1,7,NA,5,2144,NA,-1.43811897058606,0.0132437818531899,"Non-migrant"
"512","VBA017",467,"Mantadia","Vohibazaha",1,2,0.1,10,0,1,1,1,8,NA,7,2104,NA,0.673670862720822,-2.04297050405729,"Non-migrant"
"513","VBA018",468,"Mantadia","Vohibazaha",1,1,0.31,5,0,0,1,1,25,NA,8,3465,NA,-1.18065094997342,-0.0450989249595461,"Non-migrant"
