"","resp_id","site","Mig_status","Reason","hh_age","hh_size","dist2park","dist_mig","PA","new_dist","education","MigrantF","PC1","PC2","Sn","Cleared_land","z.Mig_status","z.Reason","z.hh_age","z.hh_size","z.dist2park","z.dist_mig","z.new_dist","z.PC1","z.PC2","z.Sn"
"13","AMB013","Zahamena",1,NA,2,6,1998,NA,"Established",NA,"Low","Non-migrant",-0.644516910369419,-0.783609143741455,192,"no",0.759664661424077,NA,-0.949083692817672,0.150324362498776,0.0100269274163515,NA,NA,-0.593104905168439,-0.803580146110319,-0.63281375382112
"14","AMB014","Zahamena",1,NA,4,5,2088,NA,"Established",NA,"High","Non-migrant",-0.261084037932545,0.0314761583885248,193,"no",0.759664661424077,NA,-0.787992393433962,-0.255855101828725,0.0546147141818971,NA,NA,-0.202149967240709,0.00133537946665889,-0.62722121771437
"15","AMB015","Zahamena",0,3,26,4,2323,35.197,"Established",42.406,"Low","Migrant",-0.971067024073717,-0.238189774509123,194,"no",-1.31390979705491,-1.05232159792226,0.984011899786851,-0.662034566156227,0.171038379625266,-0.0699531175095804,-0.0138940356142788,-0.926061176294033,-0.26496594573366,-0.621628681607621
"16","AMB016","Zahamena",1,NA,31,8,2315,NA,"Established",NA,"Low","Non-migrant",0.556584334912243,-1.98102257539061,195,"no",0.759664661424077,NA,1.38674014824613,0.962683291153779,0.167075020801662,NA,NA,0.631559166562445,-1.98605351319247,-0.616036145500871
"17","AMB017","Zahamena",1,NA,52,4,2313,NA,"Established",NA,"High","Non-migrant",2.86245403990718,-2.62644448796169,196,"no",0.759664661424077,NA,3.07819879177508,-0.662034566156227,0.166084181095761,NA,NA,2.98266469816796,-2.62342253042106,-0.610443609394121
"18","AMB018","Zahamena",1,NA,16,7,2328,NA,"Established",NA,"High","Non-migrant",0.290770624759449,-0.156902971201508,197,"no",0.759664661424077,NA,0.178555402868299,0.556503826826278,0.173515478890019,NA,NA,0.360530806649893,-0.18469335360638,-0.604851073287372
"19","AMB019","Zahamena",1,NA,6,8,2252,NA,"Established",NA,"Low","Non-migrant",-0.882452120148504,-0.38025822047879,131,"yes",0.759664661424077,NA,-0.626901094050252,0.962683291153779,0.13586357006578,NA,NA,-0.835707853055538,-0.405261811156275,-0.973958456332844
"20","AMB020","Zahamena",1,NA,10,3,2294,NA,"Established",NA,"Low","Non-migrant",-0.767953921783867,-0.449489832536651,198,"no",0.759664661424077,NA,-0.304718495282831,-1.06821403048373,0.156671203889701,NA,NA,-0.718963465048343,-0.473629624022576,-0.599258537180622
"21","AMB021","Zahamena",1,NA,10,8,2358,NA,"Established",NA,"Low","Non-migrant",-1.18582760886131,-0.0596662917419072,199,"no",0.759664661424077,NA,-0.304718495282831,0.962683291153779,0.188378074478534,NA,NA,-1.14503486668564,-0.0886698910950857,-0.593666001073873
"22","AMB022","Zahamena",1,NA,2,7,2717,NA,"Established",NA,"Low","Non-migrant",0.11542052862668,-1.73369893729739,200,"no",0.759664661424077,NA,-0.949083692817672,0.556503826826278,0.366233801687765,NA,NA,0.181740747483814,-1.74181571915645,-0.588073464967123
"23","AMB023","Zahamena",1,NA,25,7,2351,NA,"Established",NA,"Low","Non-migrant",-0.771836415949781,-0.460415357623422,201,"no",0.759664661424077,NA,0.903466250094995,0.556503826826278,0.18491013550788,NA,NA,-0.722922124763649,-0.484418831906023,-0.582480928860374
"24","AMB024","Zahamena",1,NA,39,3,2250,NA,"Established",NA,"Low","Non-migrant",-0.547054684051396,-1.38821591838182,202,"no",0.759664661424077,NA,2.03110534578097,-1.06821403048373,0.134872730359879,NA,NA,-0.493730695549168,-1.40064327374287,-0.576888392753624
"25","AMB025","Zahamena",1,NA,3,3,2494,NA,"Established",NA,"High","Non-migrant",0.985378354109206,0.888626867010283,203,"no",0.759664661424077,NA,-0.868538043125817,-1.06821403048373,0.255755174479803,NA,NA,1.06876513196002,0.847791463665487,-0.571295856646874
"26","AMB026","Zahamena",1,NA,28,9,2006,NA,"Established",NA,"Low","Non-migrant",1.43176296986752,-0.602942024932853,204,"no",0.759664661424077,NA,1.14510319917056,1.36886275548128,0.0139902862399556,NA,NA,1.52390678070955,-0.625167201464785,-0.565703320540125
"27","AMB027","Zahamena",1,NA,6,4,2098,NA,"Established",NA,"Low","Non-migrant",-1.44200146475198,0.00231825676641906,205,"no",0.759664661424077,NA,-0.626901094050252,-0.662034566156227,0.0595689127114021,NA,NA,-1.40623426070716,-0.0274587205466136,-0.560110784433375
"28","AMB028","Zahamena",0,4,43,7,2071,0,"Established",8.828,"Low","Migrant",-0.380688588764719,0.302188801492743,206,"no",-1.31390979705491,0.107015755720908,2.35328794454839,0.556503826826278,0.0461925766817385,-0.421123474198945,-0.347896755776603,-0.324100882532055,0.268670355125215,-0.554518248326626
"29","AMB029","Zahamena",0,3,20,7,2089,0,"Established",8.828,"Low","Migrant",0.0141151596098261,0.882426513667318,207,"no",-1.31390979705491,-1.05232159792226,0.50073800163572,0.556503826826278,0.0551101340348476,-0.421123474198945,-0.347896755776603,0.0784480016010251,0.841668471805894,-0.548925712219876
"30","AMB030","Zahamena",0,3,20,9,2083,0,"Established",8.828,"Low","Migrant",0.715850986857844,-2.11488871195349,208,"no",-1.31390979705491,-1.05232159792226,0.50073800163572,1.36886275548128,0.0521376149171445,-0.421123474198945,-0.347896755776603,0.793950261591996,-2.11824940899245,-0.543333176113126
"31","AMB031","Zahamena",1,NA,44,8,2269,NA,"Established",NA,"Low","Non-migrant",1.44532116570576,-1.03318404142766,65,"yes",0.759664661424077,NA,2.43383359424024,0.962683291153779,0.144285707565939,NA,NA,1.5377309569693,-1.0500411108915,-1.34306583937832
"32","AMB033","Zahamena",1,NA,60,1,2458,NA,"Established",NA,"Low","Non-migrant",-1.02134880180626,0.126207388207649,209,"no",0.759664661424077,NA,3.72256398930992,-1.88057295913873,0.237920059773584,NA,NA,-0.977329366127074,0.0948846527011974,-0.537740640006377
"33","AMB034","Zahamena",1,NA,1,3,2403,NA,"Established",NA,"Low","Non-migrant",-0.899201109326424,-0.288500516873653,210,"no",0.759664661424077,NA,-1.02962934250953,-1.06821403048373,0.210671967861306,NA,NA,-0.852785418635114,-0.314648963605152,-0.532148103899627
"34","AMB035","Zahamena",0,6,3,4,2506,28.535,"Established",17.226,"Low","Migrant",0.272727470859558,-0.0687871092919611,211,"no",-1.31390979705491,2.42569046300724,-0.868538043125817,-0.662034566156227,0.261700212715209,-0.136421763026657,-0.264361260990636,0.342133687831882,-0.0976769086830714,-0.526555567792878
"35","AMB036","Zahamena",1,NA,3,7,2475,NA,"Established",NA,"Low","Non-migrant",-0.968408388209427,-0.0148576932892244,212,"no",0.759664661424077,NA,-0.868538043125817,0.556503826826278,0.246342197273743,NA,NA,-0.923350384147574,-0.0444203671745116,-0.520963031686128
"36","AMB037","Zahamena",1,NA,35,7,2433,NA,"Established",NA,"Low","Non-migrant",-0.45301148647094,1.56177923078831,5,"yes",0.759664661424077,NA,1.70892274701355,0.556503826826278,0.225534563449822,NA,NA,-0.397842588097856,1.51254494071613,-1.67861800578329
"37","AMB038","Zahamena",1,NA,6,4,2493,NA,"Established",NA,"Low","Non-migrant",-1.33009159583128,-0.0741970386826226,213,"no",0.759664661424077,NA,-0.626901094050252,-0.662034566156227,0.255259754626852,NA,NA,-1.29212897917683,-0.103019338668546,-0.515370495579379
"38","AMB039","Zahamena",1,NA,60,7,910,NA,"Established",NA,"Low","Non-migrant",0.38423486269493,-1.13976261412563,214,"no",0.759664661424077,NA,3.72256398930992,0.556503826826278,-0.528989872593799,NA,NA,0.455828596608014,-1.15528990832933,-0.509777959472629
"39","AMB040","Zahamena",1,NA,3,8,763,NA,"Established",NA,"High","Non-migrant",2.94258129972106,-0.656409392719599,215,"no",0.759664661424077,NA,-0.868538043125817,0.962683291153779,-0.601816590977523,NA,NA,3.06436386936256,-0.677967459708705,-0.504185423365879
"40","AMB041","Zahamena",1,NA,7,2,2256,NA,"Established",NA,"Low","Non-migrant",-0.568648161452225,-0.532613770003139,216,"no",0.759664661424077,NA,-0.546355444358397,-1.47439349481123,0.137845249477582,NA,NA,-0.51574778699788,-0.555716428482211,-0.49859288725913
"41","AMB042","Zahamena",1,NA,20,7,2203,NA,"Established",NA,"Low","Non-migrant",-0.622320617884213,-0.292215598252534,217,"no",0.759664661424077,NA,0.50073800163572,0.556503826826278,0.111587997271205,NA,NA,-0.570473172798627,-0.318317692108572,-0.49300035115238
"42","AMB043","Zahamena",1,NA,12,6,2260,NA,"Established",NA,"Low","Non-migrant",-0.0307183242735921,0.0357564216162035,218,"no",0.759664661424077,NA,-0.143627195899121,0.150324362498776,0.139826928889384,NA,NA,0.0327349885321956,0.00556223807460053,-0.487407815045631
"43","AMB044","Zahamena",1,NA,16,10,2276,NA,"Established",NA,"Low","Non-migrant",0.114453688782325,-0.88198221525617,219,"no",0.759664661424077,NA,0.178555402868299,1.77504221980878,0.147753646536592,NA,NA,0.180754940479491,-0.900725821972674,-0.481815278938881
"44","AMB045","Zahamena",0,4,2,2,2309,0,"Established",8.828,"Low","Migrant",-0.484903775773934,0.184506749286608,220,"no",-1.31390979705491,0.107015755720908,-0.949083692817672,-1.47439349481123,0.164102501683959,-0.421123474198945,-0.347896755776603,-0.430360530301358,0.152456615710523,-0.476222742832132
"45","AMB046","Zahamena",1,NA,10,7,2293,NA,"Established",NA,"Low","Non-migrant",0.972627759283538,-1.27865182455684,221,"no",0.759664661424077,NA,-0.304718495282831,0.556503826826278,0.156175784036751,NA,NA,1.05576439997549,-1.29244620536851,-0.470630206725382
"46","AMB047","Zahamena",1,NA,5,3,2318,NA,"Established",NA,"High","Non-migrant",0.114528840990032,-0.742880569608359,222,"no",0.759664661424077,NA,-0.707446743742107,-1.06821403048373,0.168561280360513,NA,NA,0.180831566999572,-0.763359740259946,-0.465037670618632
"47","AMB048","Zahamena",1,NA,35,6,2408,NA,"Established",NA,"Low","Non-migrant",1.34536007413641,0.0268109135043726,6,"yes",0.759664661424077,NA,1.70892274701355,0.150324362498776,0.213149067126059,NA,NA,1.43580886014617,-0.00327165740182564,-1.67302546967654
"48","AMB049","Zahamena",1,NA,40,3,2051,NA,"Established",NA,"Low","Non-migrant",1.80038367563288,-1.88856666235435,223,"no",0.759664661424077,NA,2.11165099547282,-1.06821403048373,0.0362841796227283,NA,NA,1.89975897153885,-1.89475116773267,-0.459445134511883
"49","AMB050","Zahamena",1,NA,12,5,2025,NA,"Established",NA,"Low","Non-migrant",-0.595519479972657,0.26466388643124,224,"no",0.759664661424077,NA,-0.143627195899121,-0.255855101828725,0.0234032634460152,NA,NA,-0.543146258593247,0.231613636460271,-0.453852598405133
"50","AMB051","Zahamena",1,NA,9,8,2019,NA,"Established",NA,"Low","Non-migrant",-0.459020481334509,0.257343583198414,225,"no",0.759664661424077,NA,-0.385264144974686,0.962683291153779,0.0204307443283122,NA,NA,-0.403969465532657,0.224384668266837,-0.448260062298384
"51","AMB052","Zahamena",1,NA,4,4,2384,NA,"Established",NA,"Low","Non-migrant",-0.906850603441623,0.056975776149788,226,"no",0.759664661424077,NA,-0.787992393433962,-0.662034566156227,0.201258990655247,NA,NA,-0.86058497811988,0.0265168398348967,-0.442667526191634
"52","AMB053","Zahamena",1,NA,14,9,2503,NA,"Established",NA,"Low","Non-migrant",1.09436287713362,0.10336282879506,227,"no",0.759664661424077,NA,0.0174641034845892,1.36886275548128,0.260213953156357,NA,NA,1.17988767907838,0.0723251236579092,-0.437074990084885
"53","AMB054","Zahamena",1,NA,42,7,2494,NA,"Established",NA,"Low","Non-migrant",0.290368147674125,-1.15136318058613,7,"yes",0.759664661424077,NA,2.27274229485653,0.556503826826278,0.255755174479803,NA,NA,0.360120433895699,-1.1667457351307,-1.66743293356979
"54","AMB055","Zahamena",1,NA,17,5,2499,NA,"Established",NA,"Low","Non-migrant",0.17716411403146,-1.07848972683268,228,"no",0.759664661424077,NA,0.259101052560155,-0.255855101828725,0.258232273744555,NA,NA,0.24469559912694,-1.09478151963658,-0.431482453978135
"55","AMB056","Zahamena",1,NA,14,8,2481,NA,"Established",NA,"Low","Non-migrant",0.449048822293508,1.19765484912831,229,"no",0.759664661424077,NA,0.0174641034845892,0.962683291153779,0.249314716391446,NA,NA,0.521914056080152,1.15296371986311,-0.425889917871385
"56","AMB057","Zahamena",1,NA,8,6,2255,NA,"Established",NA,"Low","Non-migrant",0.276539658605124,-0.273909982033908,230,"no",0.759664661424077,NA,-0.465809794666541,0.150324362498776,0.137349829624632,NA,NA,0.346020661877598,-0.300240474103141,-0.420297381764636
"57","AMB058","Zahamena",1,NA,40,4,2297,NA,"Established",NA,"Low","Non-migrant",-0.815456723648133,0.428620002416095,66,"yes",0.759664661424077,NA,2.11165099547282,-0.662034566156227,0.158157463448553,NA,NA,-0.767398161938592,0.393524080587583,-1.33747330327157
"58","AMB059","Zahamena",1,NA,7,4,2270,NA,"Established",NA,"Low","Non-migrant",1.29924383292969,2.24025483248944,231,"no",0.759664661424077,NA,-0.546355444358397,-0.662034566156227,0.144781127418889,NA,NA,1.38878792502433,2.18255523792958,-0.414704845657886
"59","AMB060","Zahamena",1,NA,14,8,2294,NA,"Established",NA,"Low","Non-migrant",0.3520572272053,1.70758592619424,232,"no",0.759664661424077,NA,0.0174641034845892,0.962683291153779,0.156671203889701,NA,NA,0.423019710386136,1.65653241363291,-0.409112309551137
"60","AMB061","Zahamena",1,NA,25,4,2477,NA,"Established",NA,"Low","Non-migrant",0.517063197828152,-0.669977221905393,233,"no",0.759664661424077,NA,0.903466250094995,-0.662034566156227,0.247333036979644,NA,NA,0.591262716241567,-0.691366003801554,-0.403519773444387
"61","AMB062","Zahamena",1,NA,2,4,1534,NA,"Established",NA,"Low","Non-migrant",0.334550623928871,1.26688646118617,234,"no",0.759664661424077,NA,-0.949083692817672,-0.662034566156227,-0.219847884352683,NA,NA,0.405169668072958,1.22133153272941,-0.397927237337638
"62","AMB063","Zahamena",1,NA,43,6,2353,NA,"Established",NA,"Low","Non-migrant",0.830370947909892,-0.0652917469629536,104,"yes",0.759664661424077,NA,2.35328794454839,0.150324362498776,0.185900975213781,NA,NA,0.910716839220158,-0.0942251578064664,-1.12495693121508
"63","AMB064","Zahamena",1,NA,3,3,2277,NA,"Established",NA,"High","Non-migrant",1.13740248362365,1.00195541630545,235,"no",0.759664661424077,NA,-0.868538043125817,-1.06821403048373,0.148249066389543,NA,NA,1.22377162303134,0.959706018596634,-0.392334701230888
"64","AMB065","Zahamena",1,NA,5,3,2294,NA,"Established",NA,"Low","Non-migrant",-0.65844173588278,-0.0268598225320801,236,"no",0.759664661424077,NA,-0.707446743742107,-1.06821403048373,0.156671203889701,NA,NA,-0.607302903528965,-0.0562727464804697,-0.386742165124138
"65","AMB066","Zahamena",1,NA,22,8,2324,NA,"Established",NA,"Low","Non-migrant",1.17277575824032,-1.58385556330565,237,"no",0.759664661424077,NA,0.66182930101943,0.962683291153779,0.171533799478217,NA,NA,1.25983883942354,-1.5938419330808,-0.381149629017389
"66","AMB067","Zahamena",1,NA,9,6,2500,NA,"Established",NA,"Low","Non-migrant",0.25602366947792,0.17424953968144,238,"no",0.759664661424077,NA,-0.385264144974686,0.150324362498776,0.258727693597506,NA,NA,0.325102196528562,0.142327384771477,-0.375557092910639
"67","AMB068","Zahamena",1,NA,5,5,1975,NA,"Established",NA,"Low","Non-migrant",-1.86783078658558,-0.136138241457172,239,"no",0.759664661424077,NA,-0.707446743742107,-0.255855101828725,-0.00136772920151012,NA,NA,-1.84041736824099,-0.164187704305687,-0.36996455680389
"68","AMB069","Zahamena",1,NA,27,8,2488,NA,"Established",NA,"Low","Non-migrant",-0.683030865600234,-0.0960548147482955,105,"yes",0.759664661424077,NA,1.06455754947871,0.962683291153779,0.2527826553621,NA,NA,-0.632374415059231,-0.124604396408968,-1.11936439510833
"69","AMB070","Zahamena",1,NA,10,5,2451,NA,"Established",NA,"Low","Non-migrant",-0.357584270193572,-0.138687036831425,106,"yes",0.759664661424077,NA,-0.304718495282831,-0.255855101828725,0.234452120802931,NA,NA,-0.300543310706149,-0.166704698493773,-1.11377185900158
"70","AMB071","Zahamena",1,NA,40,8,2504,NA,"Established",NA,"Low","Non-migrant",0.971328342804498,1.43194234938449,172,"yes",0.759664661424077,NA,2.11165099547282,0.962683291153779,0.260709373009308,NA,NA,1.05443949195267,1.38432802726997,-0.744664475956111
"71","AMB072","Zahamena",1,NA,7,5,1977,NA,"Established",NA,"Low","Non-migrant",-0.357584270193572,-0.138687036831425,67,"yes",0.759664661424077,NA,-0.546355444358397,-0.255855101828725,-0.000376889495609103,NA,NA,-0.300543310706149,-0.166704698493773,-1.33188076716482
"72","AMB073","Zahamena",1,NA,11,8,2048,NA,"Established",NA,"Low","Non-migrant",1.25681197257466,-0.316548930009169,8,"yes",0.759664661424077,NA,-0.224172845590976,0.962683291153779,0.0347979200638768,NA,NA,1.34552364977889,-0.342347418161475,-1.66184039746304
"73","AMB075","Zahamena",1,NA,40,3,2126,NA,"Established",NA,"Low","Non-migrant",-1.13067034128301,0.210006367047871,107,"yes",0.759664661424077,NA,2.11165099547282,-1.06821403048373,0.0734406685940163,NA,NA,-1.08879554118053,0.177638076078761,-1.10817932289483
"74","AMB076","Zahamena",1,NA,21,8,2332,NA,"Established",NA,"High","Non-migrant",2.28933031525776,-0.410794751957041,241,"no",0.759664661424077,NA,0.581283651327575,0.962683291153779,0.175497158301821,NA,NA,2.39829761255218,-0.435417339933305,-0.358779484590391
"75","AMB078","Zahamena",1,NA,10,5,2486,NA,"Established",NA,"Low","Non-migrant",0.494074373473633,0.138225959615757,9,"yes",0.759664661424077,NA,-0.304718495282831,-0.255855101828725,0.251791815656199,NA,NA,0.567822904361505,0.106753269024375,-1.65624786135629
"76","AMB079","Zahamena",1,NA,8,5,2429,NA,"Established",NA,"Low","Non-migrant",-0.236615248219079,-0.189709440411335,243,"no",0.759664661424077,NA,-0.465809794666541,-0.255855101828725,0.22355288403802,NA,NA,-0.177201156506779,-0.217090498220995,-0.347594412376891
"77","AMB080","Zahamena",1,NA,16,6,2328,NA,"Established",NA,"Low","Non-migrant",0.0617790738175339,-0.0953864992666925,182,"no",0.759664661424077,NA,0.178555402868299,0.150324362498776,0.173515478890019,NA,NA,0.127046971485995,-0.123944419464567,-0.688739114888616
"78","AMB081","Zahamena",1,NA,25,10,2269,NA,"Established",NA,"Low","Non-migrant",0.522355350932665,-0.28808251192605,244,"no",0.759664661424077,NA,0.903466250094995,1.77504221980878,0.144285707565939,NA,NA,0.596658689141151,-0.31423617408335,-0.342001876270142
"79","AMB082","Zahamena",1,NA,3,2,2276,NA,"Established",NA,"High","Non-migrant",2.21852273101183,-1.01455010210998,245,"no",0.759664661424077,NA,-0.868538043125817,-1.47439349481123,0.147753646536592,NA,NA,2.32610094738953,-1.03163966625709,-0.336409340163392
"80","AMB083","Zahamena",1,NA,7,6,2347,NA,"Established",NA,"Low","Non-migrant",0.520945691994066,-0.659051696818622,10,"yes",0.759664661424077,NA,-0.546355444358397,0.150324362498776,0.182928456096078,NA,NA,0.595221375956873,-0.680576795918107,-1.65065532524954
"81","AMB084","Zahamena",1,NA,32,10,2298,NA,"Established",NA,"Low","Non-migrant",0.833283997316308,-1.07485461102922,132,"yes",0.759664661424077,NA,1.46728579793798,1.77504221980878,0.158652883301503,NA,NA,0.913687035913591,-1.09119175898229,-0.968365920226094
"82","AMB085","Zahamena",1,NA,6,5,2287,NA,"Established",NA,"Low","Non-migrant",0.617636570679429,0.0175404872461211,246,"no",0.759664661424077,NA,-0.626901094050252,-0.255855101828725,0.153203264919048,NA,NA,0.693809105888237,-0.0124264170380056,-0.330816804056643
"83","AMB086","Zahamena",1,NA,14,8,2228,NA,"Established",NA,"Low","Non-migrant",0.473132808980053,0.556290171086226,247,"no",0.759664661424077,NA,0.0174641034845892,0.962683291153779,0.123973493594968,NA,NA,0.546470514842411,0.519601315261154,-0.325224267949893
"84","AMB088","Zahamena",1,NA,7,6,2295,NA,"Established",NA,"Low","Non-migrant",1.31482778368577,1.14730076103,249,"no",0.759664661424077,NA,-0.546355444358397,0.150324362498776,0.157166623742652,NA,NA,1.40467759682475,1.10323789708028,-0.314039195736394
"85","AMP001","Ampahitra",0,4,8,3,-1703,18.4,"New",21.029,"Low","Migrant",-0.659926547029086,-0.536930653072463,16,"yes",-1.31390979705491,0.107015755720908,-0.465809794666541,-1.06821403048373,-1.82352194835347,-0.23754150519351,-0.226532553361316,-0.608816843233324,-0.559979450027955,-1.61710010860904
"86","AMP002","Ampahitra",0,4,15,7,-2386,0,"New",13.676,"Low","Migrant",0.0811557439064786,1.84258368193047,291,"no",-1.31390979705491,0.107015755720908,0.0980097531764443,0.556503826826278,-2.16189370791867,-0.421123474198945,-0.299673359882061,0.146803766994227,1.78984580945318,-0.0791526792529119
"87","AMP003","Ampahitra",0,4,2,8,-2713,29.4,"New",25.897,"Low","Migrant",0.142894357712427,1.00453410562921,292,"no",-1.31390979705491,0.107015755720908,-0.949083692817672,0.962683291153779,-2.32389599983348,-0.127791415027217,-0.178110216064568,0.20975354950726,0.962252533748986,-0.0735601431461623
"88","AMP004","Ampahitra",0,4,5,6,-1279,29.4,"New",25.897,"Low","Migrant",1.12228520740122,0.731736296472036,293,"no",-1.31390979705491,0.107015755720908,-0.707446743742107,0.150324362498776,-1.61346393070246,-0.127791415027217,-0.178110216064568,1.2083577808388,0.692858408544924,-0.0679676070394127
"89","AMP005","Ampahitra",0,4,1,6,-1332,0,"New",13.676,"Low","Migrant",-0.740585816198136,0.133417831915538,294,"no",-1.31390979705491,0.107015755720908,-1.02962934250953,0.150324362498776,-1.63972118290883,-0.421123474198945,-0.299673359882061,-0.691058460575284,0.102005132081223,-0.0623750709326632
"90","AMP006","Ampahitra",1,NA,13,17,-1603,NA,"New",NA,"Low","Non-migrant",1.76283961780085,0.386496862198334,295,"no",0.759664661424077,NA,-0.0630815462072659,4.61829847010129,-1.77397996305842,NA,NA,1.86147838618896,0.351926508580421,-0.0567825348259136
"91","AMP007","Ampahitra",0,4,1,4,-1651,150.2,"New",128.294,"Low","Migrant",-0.944310621319154,0.734431571212873,17,"yes",-1.31390979705491,0.107015755720908,-1.02962934250953,-0.662034566156227,-1.79776011600005,1.07746412061716,0.840439922015769,-0.898779874845885,0.695520054484221,-1.6115075725023
"92","AMP008","Ampahitra",1,NA,8,10,-2357,NA,"New",NA,"Low","Non-migrant",-0.614902416721333,0.816168427823444,296,"no",0.759664661424077,NA,-0.465809794666541,1.77504221980878,-2.1475265321831,NA,NA,-0.562909443698571,0.776237084623008,-0.051189998719164
"93","AMP009","Ampahitra",1,NA,1,3,-2476,NA,"New",NA,"Low","Non-migrant",-0.228996709057144,1.27121007014762,297,"no",0.759664661424077,NA,-1.02962934250953,-1.06821403048373,-2.20648149468421,NA,NA,-0.169433159239814,1.22560119624867,-0.0455974626124144
"94","AMP010","Ampahitra",0,4,4,8,-705,29.4,"New",25.897,"Low","Migrant",-0.428417963605415,0.987006664417129,298,"no",-1.31390979705491,0.107015755720908,-0.787992393433962,0.962683291153779,-1.32909293510887,-0.127791415027217,-0.178110216064568,-0.372766597236122,0.944943781501369,-0.0400049265056649
"95","AMP011","Ampahitra",0,4,1,7,-1596,0,"New",13.676,"Low","Migrant",0.0012938523941014,1.13638868772749,70,"yes",-1.31390979705491,0.107015755720908,-1.02962934250953,0.556503826826278,-1.77051202408777,-0.421123474198945,-0.299673359882061,0.0653751700130103,1.09246197314389,-1.31510315884457
"96","AMP012","Ampahitra",1,NA,4,3,-696,NA,"New",NA,"Low","Non-migrant",-0.852837626500418,1.21951935108611,299,"no",0.759664661424077,NA,-0.787992393433962,-1.06821403048373,-1.32463415643231,NA,NA,-0.805512391585669,1.17455541957705,-0.0344123903989153
"97","AMP013","Ampahitra",0,4,12,8,-2134,85.86,"New",85.553,"Low","Migrant",-0.228850259887251,-0.167858390237793,108,"yes",-1.31390979705491,0.107015755720908,-0.143627195899121,0.962683291153779,-2.03704790497514,0.435525865953592,0.415292198433128,-0.169283837076168,-0.195512082454101,-1.10258678678808
