sn,resp_id,site,fokontany,main_house_rm,house_qlty,tlu,food_sec,type_light,light_sufficiency,mplayer_num,irrigated_rice,education
541,VVE034,Mantadia,Volove,1,1,0,4,1,0,0,0,0
542,VVE035,Mantadia,Volove,1,1,0.01,3,1,1,0,0,0
543,VVE036,Mantadia,Volove,1,1,0.05,2,1,1,0,1,0
544,VVE037,Mantadia,Volove,1,1,0.08,7,1,2,0,1,0
545,VVE038,Mantadia,Volove,1,1,0,3,1,0,0,1,0
547,VVE040,Mantadia,Volove,1,1,0.02,2,1,0,0,0,0
548,VVE041,Mantadia,Volove,1,1,0.15,8,1,1,0,0,0
549,VVE042,Mantadia,Volove,1,1,0.12,8,1,0,0,0,0
554,VVE047,Mantadia,Volove,1,1,0,5,1,0,0,0,0
217,AMB014,Zahamena,Ambodivoangy,1,1,0.01,8,1,2,0,0,1
221,AMB018,Zahamena,Ambodivoangy,1,1,0.03,8,1,2,0,1,1
267,AMB064,Zahamena,Ambodivoangy,1,1,0.27,10,1,2,1,1,1
567,AMF013,Amporoforo,Amporoforo,1,1,0.08,12,1,2,0,1,1
581,AMF027,Amporoforo,Amporoforo,1,1,0.02,6,1,0,0,1,1
15,AMP015,Ampahitra,Ampahitra,1,1,0.3,6,1,0,1,0,1
24,AMP024,Ampahitra,Ampahitra,1,1,0,3,1,1,0,0,1
27,AMP027,Ampahitra,Ampahitra,1,1,0.4,4,2,2,0,1,1
31,AMP031,Ampahitra,Ampahitra,1,1,0.02,11,2,2,1,0,1
33,AMP033,Ampahitra,Ampahitra,1,1,7.3,3,1,2,0,0,1
53,AMP053,Ampahitra,Ampahitra,1,1,0.53,8,1,2,0,0,1
92,AMP092,Ampahitra,Ampahitra,1,1,0.13,7,1,2,0,1,1
102,AMP102,Ampahitra,Ampahitra,1,1,1.65,12,1,2,1,0,1
109,AMP109,Ampahitra,Ampahitra,1,1,0.08,3,1,1,0,0,1
112,AMP112,Ampahitra,Ampahitra,1,1,0.35,9,1,2,1,0,1
133,AMP133,Ampahitra,Ampahitra,1,1,0.42,8,1,0,0,0,1
183,AMP183,Ampahitra,Ampahitra,1,1,1.5,4,1,0,0,0,1
307,ANT016,Zahamena,Antevibe,1,1,0.03,5,1,0,0,0,1
312,ANT021,Zahamena,Antevibe,1,1,0.03,12,1,0,0,0,1
370,SAH015,Sahavazina,Sahavazina,1,1,0,2,1,0,0,0,1
379,SAH024,Sahavazina,Sahavazina,1,1,0.06,9,2,0,1,1,1
437,SAH082,Sahavazina,Sahavazina,1,1,0.81,12,1,0,0,1,1
489,VBA039,Mantadia,Vohibazaha,1,1,0.04,6,1,2,0,0,1
148,AMP148,Ampahitra,Ampahitra,2,1,0.77,3,2,0,0,1,NA
232,AMB029,Zahamena,Ambodivoangy,2,1,0.04,2,1,0,1,1,0
237,AMB034,Zahamena,Ambodivoangy,2,1,0.07,4,1,0,0,0,0
238,AMB035,Zahamena,Ambodivoangy,2,1,0.07,4,1,2,0,1,0
244,AMB041,Zahamena,Ambodivoangy,2,1,0.03,7,1,0,0,0,0
245,AMB042,Zahamena,Ambodivoangy,2,1,0.48,6,1,0,0,0,0
246,AMB043,Zahamena,Ambodivoangy,2,1,0.24,6,1,2,0,0,0
260,AMB057,Zahamena,Ambodivoangy,2,1,0.02,9,1,2,0,0,0
264,AMB061,Zahamena,Ambodivoangy,2,1,0.04,9,0,2,0,1,0
266,AMB063,Zahamena,Ambodivoangy,2,1,0.92,8,1,2,0,1,0
270,AMB067,Zahamena,Ambodivoangy,2,1,0.05,6,2,2,0,0,0
276,AMB073,Zahamena,Ambodivoangy,2,1,0.08,10,2,2,0,1,0
277,AMB074,Zahamena,Ambodivoangy,2,1,0,4,2,0,0,0,0
283,AMB080,Zahamena,Ambodivoangy,2,1,0.09,7,2,1,0,0,0
286,AMB083,Zahamena,Ambodivoangy,2,1,0.07,9,2,0,0,1,0
288,AMB085,Zahamena,Ambodivoangy,2,1,0.25,9,2,2,0,0,0
289,AMB086,Zahamena,Ambodivoangy,2,1,3.08,10,2,0,0,0,0
291,AMB088,Zahamena,Ambodivoangy,2,1,0.2,10,2,2,1,0,0
555,AMF001,Amporoforo,Amporoforo,2,1,0.17,6,1,1,1,1,0
556,AMF002,Amporoforo,Amporoforo,2,1,0.02,7,1,0,0,1,0
561,AMF007,Amporoforo,Amporoforo,2,1,0.02,5,1,0,0,1,0
562,AMF008,Amporoforo,Amporoforo,2,1,0.04,4,1,0,0,1,0
565,AMF011,Amporoforo,Amporoforo,2,1,0.06,3,1,2,1,1,0
568,AMF014,Amporoforo,Amporoforo,2,1,0.02,10,1,2,0,1,0
573,AMF019,Amporoforo,Amporoforo,2,1,0.75,12,1,2,0,1,0
579,AMF025,Amporoforo,Amporoforo,2,1,0.77,8,1,0,0,1,0
584,AMF030,Amporoforo,Amporoforo,2,1,2.95,10,1,2,0,1,0
9,AMP009,Ampahitra,Ampahitra,2,1,0,2,1,1,1,0,0
10,AMP010,Ampahitra,Ampahitra,2,1,0,3,1,0,1,0,0
11,AMP011,Ampahitra,Ampahitra,2,1,0.05,4,1,1,1,0,0
19,AMP019,Ampahitra,Ampahitra,2,1,2.2,12,1,2,0,0,0
22,AMP022,Ampahitra,Ampahitra,2,1,0.02,3,1,1,1,1,0
23,AMP023,Ampahitra,Ampahitra,2,1,0.43,9,1,2,0,1,0
25,AMP025,Ampahitra,Ampahitra,2,1,4.8,12,2,2,0,0,0
26,AMP026,Ampahitra,Ampahitra,2,1,4.34,12,2,0,1,1,0
28,AMP028,Ampahitra,Ampahitra,2,1,0.1,2,2,2,1,0,0
49,AMP049,Ampahitra,Ampahitra,2,1,0.05,5,1,2,1,0,0
52,AMP052,Ampahitra,Ampahitra,2,1,0.95,5,1,0,0,0,0
64,AMP064,Ampahitra,Ampahitra,2,1,0.06,5,1,0,0,1,0
79,AMP079,Ampahitra,Ampahitra,2,1,0.08,10,1,1,1,1,0
84,AMP084,Ampahitra,Ampahitra,2,1,1.6,12,1,2,0,1,0
86,AMP086,Ampahitra,Ampahitra,2,1,0.66,11,1,2,0,1,0
88,AMP088,Ampahitra,Ampahitra,2,1,0.02,8,1,2,1,1,0
90,AMP090,Ampahitra,Ampahitra,2,1,0.08,9,1,2,0,1,0
95,AMP095,Ampahitra,Ampahitra,2,1,1.47,11,1,2,1,1,0
96,AMP096,Ampahitra,Ampahitra,2,1,0.42,4,1,2,0,1,0
106,AMP106,Ampahitra,Ampahitra,2,1,0.07,3,1,1,1,0,0
113,AMP113,Ampahitra,Ampahitra,2,1,3.41,12,1,2,1,0,0
120,AMP120,Ampahitra,Ampahitra,2,1,14,12,1,2,1,0,0
125,AMP125,Ampahitra,Ampahitra,2,1,1.45,1,1,2,1,0,0
127,AMP127,Ampahitra,Ampahitra,2,1,0.05,6,1,1,1,0,0
129,AMP129,Ampahitra,Ampahitra,2,1,0.5,6,1,2,0,0,0
130,AMP130,Ampahitra,Ampahitra,2,1,0.8,10,1,0,0,0,0
138,AMP138,Ampahitra,Ampahitra,2,1,1.47,10,1,2,0,0,0
139,AMP139,Ampahitra,Ampahitra,2,1,0.05,4,0,0,0,0,0
142,AMP142,Ampahitra,Ampahitra,2,1,2.13,8,1,2,0,1,0
144,AMP144,Ampahitra,Ampahitra,2,1,0.06,9,1,1,0,0,0
145,AMP145,Ampahitra,Ampahitra,2,1,0.76,10,1,2,0,1,0
147,AMP147,Ampahitra,Ampahitra,2,1,0.03,3,1,0,1,0,0
157,AMP157,Ampahitra,Ampahitra,2,1,3.63,9,1,1,0,1,0
165,AMP165,Ampahitra,Ampahitra,2,1,0.74,3,2,0,0,0,0
175,AMP175,Ampahitra,Ampahitra,2,1,4.26,10,1,0,1,1,0
182,AMP182,Ampahitra,Ampahitra,2,1,0.75,3,0,2,0,0,0
190,AMP190,Ampahitra,Ampahitra,2,1,1.47,4,1,0,1,0,0
195,AMP195,Ampahitra,Ampahitra,2,1,7.76,9,1,2,0,0,0
305,ANT014,Zahamena,Antevibe,2,1,0.02,5,1,0,0,0,0
308,ANT017,Zahamena,Antevibe,2,1,0.02,6,1,0,0,0,0
325,ANT034,Zahamena,Antevibe,2,1,0,3,1,0,0,0,0
333,ANT042,Zahamena,Antevibe,2,1,0,11,1,2,0,0,0
339,ANT048,Zahamena,Antevibe,2,1,0.03,8,2,2,1,0,0
340,ANT049,Zahamena,Antevibe,2,1,4.57,5,2,1,1,0,0
341,ANT050,Zahamena,Antevibe,2,1,0.03,2,2,2,0,0,0
349,ANT058,Zahamena,Antevibe,2,1,0,10,1,2,0,0,0
352,ANT061,Zahamena,Antevibe,2,1,0.73,10,2,0,0,0,0
355,ANT064,Zahamena,Antevibe,2,1,3.03,10,2,2,0,0,0
363,SAH008,Sahavazina,Sahavazina,2,1,0.04,3,1,0,0,0,0
395,SAH040,Sahavazina,Sahavazina,2,1,0.74,10,1,2,0,1,0
398,SAH043,Sahavazina,Sahavazina,2,1,0.26,10,1,1,0,1,0
402,SAH047,Sahavazina,Sahavazina,2,1,0.02,2,1,0,0,1,0
403,SAH048,Sahavazina,Sahavazina,2,1,0.02,2,1,0,0,0,0
405,SAH050,Sahavazina,Sahavazina,2,1,0.04,6,2,2,0,1,0
407,SAH052,Sahavazina,Sahavazina,2,1,0.06,4,1,1,0,1,0
408,SAH053,Sahavazina,Sahavazina,2,1,2.95,9,1,0,0,1,0
421,SAH066,Sahavazina,Sahavazina,2,1,0.01,6,1,2,0,1,0
423,SAH068,Sahavazina,Sahavazina,2,1,0.02,4,0,0,0,1,0
424,SAH069,Sahavazina,Sahavazina,2,1,0.01,10,1,0,0,1,0
425,SAH070,Sahavazina,Sahavazina,2,1,0.09,6,1,0,0,1,0
426,SAH071,Sahavazina,Sahavazina,2,1,0.02,7,2,0,0,1,0
427,SAH072,Sahavazina,Sahavazina,2,1,0.05,2,1,2,0,1,0
438,SAH083,Sahavazina,Sahavazina,2,1,0.04,3,1,0,1,1,0
440,SAH085,Sahavazina,Sahavazina,2,1,0,6,1,0,1,1,0
441,SAH086,Sahavazina,Sahavazina,2,1,0.02,9,1,0,0,1,0
474,VBA024,Mantadia,Vohibazaha,2,1,0.05,9,1,2,0,0,0
478,VBA028,Mantadia,Vohibazaha,2,1,0.02,7,1,2,0,0,0
228,AMB025,Zahamena,Ambodivoangy,2,1,0.06,10,1,2,1,0,1
250,AMB047,Zahamena,Ambodivoangy,2,1,0.2,8,1,0,0,1,1
290,AMB087,Zahamena,Ambodivoangy,2,1,0.02,5,2,1,0,0,1
560,AMF006,Amporoforo,Amporoforo,2,1,0.05,9,1,0,0,1,1
30,AMP030,Ampahitra,Ampahitra,2,1,0.23,10,2,2,1,0,1
45,AMP045,Ampahitra,Ampahitra,2,1,0.03,9,1,2,0,1,1
46,AMP046,Ampahitra,Ampahitra,2,1,0.18,9,1,2,0,0,1
47,AMP047,Ampahitra,Ampahitra,2,1,0.04,5,1,0,0,0,1
154,AMP154,Ampahitra,Ampahitra,2,1,0.01,3,1,0,0,0,1
166,AMP166,Ampahitra,Ampahitra,2,1,0,6,2,0,1,0,1
321,ANT030,Zahamena,Antevibe,2,1,0.21,4,1,0,1,0,1
342,ANT051,Zahamena,Antevibe,2,1,0.05,9,2,0,0,0,1
353,ANT062,Zahamena,Antevibe,2,1,0,8,2,2,0,0,1
356,SAH001,Sahavazina,Sahavazina,2,1,2.85,7,1,2,0,1,1
401,SAH046,Sahavazina,Sahavazina,2,1,0,10,1,1,0,0,1
358,SAH003,Sahavazina,Sahavazina,2,1,0.01,5,0,0,0,1,
559,AMF005,Amporoforo,Amporoforo,3,1,0.05,8,1,0,0,1,0
563,AMF009,Amporoforo,Amporoforo,3,1,1.45,12,1,2,0,1,0
594,AMF040,Amporoforo,Amporoforo,3,1,0,11,1,2,0,1,0
73,AMP073,Ampahitra,Ampahitra,3,1,14.23,12,1,2,1,1,0
146,AMP146,Ampahitra,Ampahitra,3,1,2.18,11,2,2,0,1,0
566,AMF012,Amporoforo,Amporoforo,3,1,0.2,8,1,1,1,1,1
311,ANT020,Zahamena,Antevibe,3,1,5.92,8,1,0,1,0,1
6,AMP006,Ampahitra,Ampahitra,4,1,2.54,9,2,2,0,0,0
50,AMP050,Ampahitra,Ampahitra,4,1,2.01,12,1,2,1,0,0
205,AMB002,Zahamena,Ambodivoangy,1,2,1.62,9,1,0,0,1,0
206,AMB003,Zahamena,Ambodivoangy,1,2,0.24,9,1,0,0,1,0
219,AMB016,Zahamena,Ambodivoangy,1,2,0.06,9,1,0,0,1,0
227,AMB024,Zahamena,Ambodivoangy,1,2,0.1,4,1,0,0,0,0
251,AMB048,Zahamena,Ambodivoangy,1,2,0.23,5,1,2,1,1,0
256,AMB053,Zahamena,Ambodivoangy,1,2,0.02,3,1,2,1,1,0
257,AMB054,Zahamena,Ambodivoangy,1,2,0.03,6,1,2,0,0,0
258,AMB055,Zahamena,Ambodivoangy,1,2,0.02,5,1,2,0,0,0
269,AMB066,Zahamena,Ambodivoangy,1,2,0.01,9,1,2,0,1,0
287,AMB084,Zahamena,Ambodivoangy,1,2,0.09,8,2,2,0,0,0
134,AMP134,Ampahitra,Ampahitra,1,2,0.15,12,1,2,0,0,0
194,AMP194,Ampahitra,Ampahitra,1,2,0.1,4,1,0,0,0,0
294,ANT003,Zahamena,Antevibe,1,2,0.03,3,1,0,0,0,0
299,ANT008,Zahamena,Antevibe,1,2,0.11,5,1,0,0,0,0
302,ANT011,Zahamena,Antevibe,1,2,2.12,8,1,0,0,1,0
310,ANT019,Zahamena,Antevibe,1,2,0,3,1,0,0,0,0
338,ANT047,Zahamena,Antevibe,1,2,0.62,9,1,2,0,0,0
345,ANT054,Zahamena,Antevibe,1,2,0,6,2,0,0,0,0
351,ANT060,Zahamena,Antevibe,1,2,0.03,7,2,2,0,0,0
382,SAH027,Sahavazina,Sahavazina,1,2,0.79,3,1,0,0,1,0
394,SAH039,Sahavazina,Sahavazina,1,2,0.09,10,2,2,1,1,0
434,SAH079,Sahavazina,Sahavazina,1,2,0.08,10,1,2,1,1,0
469,VBA019,Mantadia,Vohibazaha,1,2,0.03,12,1,0,0,0,0
470,VBA020,Mantadia,Vohibazaha,1,2,0.1,5,1,0,0,0,0
472,VBA022,Mantadia,Vohibazaha,1,2,0.05,11,1,2,0,0,0
475,VBA025,Mantadia,Vohibazaha,1,2,0.51,11,1,2,1,0,0
476,VBA026,Mantadia,Vohibazaha,1,2,0.51,12,1,2,0,0,0
477,VBA027,Mantadia,Vohibazaha,1,2,0.24,8,1,1,0,0,0
479,VBA029,Mantadia,Vohibazaha,1,2,0,5,1,2,0,0,0
481,VBA031,Mantadia,Vohibazaha,1,2,0.04,12,1,2,0,0,0
485,VBA035,Mantadia,Vohibazaha,1,2,0.33,10,1,2,1,0,0
487,VBA037,Mantadia,Vohibazaha,1,2,0.23,6,1,0,0,0,0
490,VBA040,Mantadia,Vohibazaha,1,2,0.08,8,1,2,0,0,0
493,VBA043,Mantadia,Vohibazaha,1,2,2.7,12,1,2,0,0,0
494,VBA044,Mantadia,Vohibazaha,1,2,0.02,10,1,2,0,0,0
495,VBA045,Mantadia,Vohibazaha,1,2,0.2,8,1,0,0,0,0
496,VBA046,Mantadia,Vohibazaha,1,2,0.02,7,1,0,0,0,0
497,VBA047,Mantadia,Vohibazaha,1,2,0.06,7,1,2,0,0,0
498,VBA048,Mantadia,Vohibazaha,1,2,0.74,10,1,2,0,0,0
499,VBA049,Mantadia,Vohibazaha,1,2,0.05,4,1,2,0,0,0
500,VBA050,Mantadia,Vohibazaha,1,2,0.02,5,1,2,1,1,0
501,VBA051,Mantadia,Vohibazaha,1,2,0.12,6,1,0,0,0,0
504,VBA054,Mantadia,Vohibazaha,1,2,0.07,9,1,0,0,0,0
507,VBA057,Mantadia,Vohibazaha,1,2,0.25,12,1,0,0,0,0
513,VVE006,Mantadia,Volove,1,2,0.49,6,1,2,1,0,0
517,VVE010,Mantadia,Volove,1,2,0.08,8,1,2,0,1,0
518,VVE011,Mantadia,Volove,1,2,0.04,6,1,0,0,0,0
523,VVE016,Mantadia,Volove,1,2,0.1,12,1,2,0,1,0
524,VVE017,Mantadia,Volove,1,2,7.2,4,1,1,1,1,0
525,VVE018,Mantadia,Volove,1,2,0.04,10,1,2,0,0,0
529,VVE022,Mantadia,Volove,1,2,0.04,9,1,2,0,0,0
530,VVE023,Mantadia,Volove,1,2,0.02,5,1,2,0,1,0
533,VVE026,Mantadia,Volove,1,2,0.24,7,1,2,0,1,0
537,VVE030,Mantadia,Volove,1,2,0.1,10,1,2,1,0,0
538,VVE031,Mantadia,Volove,1,2,0.05,5,1,2,0,0,0
546,VVE039,Mantadia,Volove,1,2,0.08,12,1,2,0,0,0
550,VVE043,Mantadia,Volove,1,2,0.01,10,1,2,0,0,0
552,VVE045,Mantadia,Volove,1,2,0.01,12,1,2,0,0,0
553,VVE046,Mantadia,Volove,1,2,6,10,1,0,0,0,0
309,ANT018,Zahamena,Antevibe,1,2,0,9,1,0,0,0,1
467,VBA017,Mantadia,Vohibazaha,1,2,0.1,10,1,0,0,1,1
520,VVE013,Mantadia,Volove,1,2,0.08,8,1,2,0,0,1
528,VVE021,Mantadia,Volove,1,2,0.06,11,1,2,0,0,1
532,VVE025,Mantadia,Volove,1,2,0.06,10,1,2,0,0,1
212,AMB009,Zahamena,Ambodivoangy,2,2,0.01,8,1,0,0,1,0
213,AMB010,Zahamena,Ambodivoangy,2,2,0.02,10,1,0,0,1,0
225,AMB022,Zahamena,Ambodivoangy,2,2,0.21,6,1,0,0,0,0
229,AMB026,Zahamena,Ambodivoangy,2,2,0.7,7,1,0,1,1,0
242,AMB039,Zahamena,Ambodivoangy,2,2,0.07,3,1,2,0,0,0
249,AMB046,Zahamena,Ambodivoangy,2,2,2.51,11,1,0,0,0,0
582,AMF028,Amporoforo,Amporoforo,2,2,4.96,12,1,2,0,1,0
595,AMF041,Amporoforo,Amporoforo,2,2,0.01,10,1,2,1,1,0
597,AMF043,Amporoforo,Amporoforo,2,2,0.06,12,2,2,0,1,0
603,AMF049,Amporoforo,Amporoforo,2,2,0.01,12,1,2,0,1,0
121,AMP121,Ampahitra,Ampahitra,2,2,0.07,7,1,2,1,0,0
132,AMP132,Ampahitra,Ampahitra,2,2,0.04,7,1,0,0,0,0
141,AMP141,Ampahitra,Ampahitra,2,2,0,7,1,2,0,1,0
191,AMP191,Ampahitra,Ampahitra,2,2,1.49,10,1,2,0,0,0
304,ANT013,Zahamena,Antevibe,2,2,0,8,1,0,0,1,0
314,ANT023,Zahamena,Antevibe,2,2,1.43,12,1,0,1,0,0
327,ANT036,Zahamena,Antevibe,2,2,0.03,12,1,2,1,0,0
329,ANT038,Zahamena,Antevibe,2,2,0.01,8,1,2,0,0,0
335,ANT044,Zahamena,Antevibe,2,2,0.07,8,1,2,1,0,0
354,ANT063,Zahamena,Antevibe,2,2,0,6,2,2,0,0,0
359,SAH004,Sahavazina,Sahavazina,2,2,0.74,7,1,0,0,1,0
384,SAH029,Sahavazina,Sahavazina,2,2,0.2,12,1,1,1,1,0
387,SAH032,Sahavazina,Sahavazina,2,2,0.03,4,1,0,0,1,0
413,SAH058,Sahavazina,Sahavazina,2,2,0.84,6,1,0,1,1,0
480,VBA030,Mantadia,Vohibazaha,2,2,0.01,8,1,2,0,1,0
502,VBA052,Mantadia,Vohibazaha,2,2,0,10,1,2,1,1,0
505,VBA055,Mantadia,Vohibazaha,2,2,0.25,5,1,0,0,1,0
506,VBA056,Mantadia,Vohibazaha,2,2,0.05,10,1,1,0,1,0
279,AMB076,Zahamena,Ambodivoangy,2,2,0.03,12,2,2,1,0,1
285,AMB082,Zahamena,Ambodivoangy,2,2,0.05,12,2,0,1,1,1
576,AMF022,Amporoforo,Amporoforo,2,2,0.02,12,2,2,1,1,1
586,AMF032,Amporoforo,Amporoforo,2,2,4.24,11,1,2,0,1,1
292,ANT001,Zahamena,Antevibe,2,2,0.21,8,1,0,0,1,1
306,ANT015,Zahamena,Antevibe,2,2,0,6,1,0,0,1,1
344,ANT053,Zahamena,Antevibe,2,2,0,4,2,0,0,1,1
347,ANT056,Zahamena,Antevibe,2,2,0.1,5,2,0,1,0,1
422,SAH067,Sahavazina,Sahavazina,2,2,1.59,12,1,2,1,1,1
539,VVE032,Mantadia,Volove,2,2,0.08,12,1,2,1,1,1
551,VVE044,Mantadia,Volove,2,2,0.5,12,1,2,0,0,1
234,AMB031,Zahamena,Ambodivoangy,3,2,0.04,9,1,0,1,0,0
252,AMB049,Zahamena,Ambodivoangy,3,2,0.03,7,1,2,0,1,0
293,ANT002,Zahamena,Antevibe,3,2,0,6,1,0,0,1,0
448,SAH093,Sahavazina,Sahavazina,3,2,0.12,9,1,2,0,1,0
503,VBA053,Mantadia,Vohibazaha,3,2,1.7,9,1,2,0,0,0
233,AMB030,Zahamena,Ambodivoangy,4,2,0.02,4,1,0,0,0,0
214,AMB011,Zahamena,Ambodivoangy,4,2,0.04,8,1,2,0,1,1
235,AMB032,Zahamena,Ambodivoangy,4,2,0,12,1,2,1,0,1
243,AMB040,Zahamena,Ambodivoangy,4,2,1.68,9,1,1,1,1,1
220,AMB017,Zahamena,Ambodivoangy,6,2,1.48,9,1,0,0,1,1
59,AMP059,Ampahitra,Ampahitra,0,,0.01,3,1,0,0,0,0
51,AMP051,Ampahitra,Ampahitra,0,,0,6,1,0,0,0,1
369,SAH014,Sahavazina,Sahavazina,0,,0.2,7,1,0,0,1,1
